AL117348.2	hsa-miR-6741-5p	Activation
AL132780.3	hsa-miR-4707-3p	Activation
AL132780.3	hsa-miR-4707-5p	Activation
AL136531.2	hsa-miR-6869-3p	Activation
AL136531.2	hsa-miR-6869-5p	Activation
AL157935.2	hsa-miR-4672	Activation
AL355987.1	hsa-miR-6722-3p	Activation
AL355987.1	hsa-miR-6722-5p	Activation
AL358472.7	hsa-miR-6737-3p	Activation
AL358472.7	hsa-miR-6737-5p	Activation
AL359736.1	hsa-miR-2276-3p	Activation
AL359736.1	hsa-miR-2276-5p	Activation
AL451062.3	hsa-miR-6079	Activation
AL662899.1	hsa-miR-4646-3p	Activation
AL662899.1	hsa-miR-4646-5p	Activation
AL929554.1	hsa-miR-3621	Activation
ALDH2	hsa-miR-6761-3p	Activation
ALDH2	hsa-miR-6761-5p	Activation
ALDH4A1	hsa-miR-1290	Activation
ALDH4A1	hsa-miR-4695-3p	Activation
ALDH4A1	hsa-miR-4695-5p	Activation
AMBRA1	hsa-miR-3160-3p	Activation
AMBRA1	hsa-miR-3160-5p	Activation
AMOTL2	hsa-miR-6827-3p	Activation
AMOTL2	hsa-miR-6827-5p	Activation
ANAPC1	hsa-miR-4771	Activation
ANK1	hsa-miR-486-3p	Activation
ANK1	hsa-miR-486-5p	Activation
ANK2	hsa-miR-1243	Activation
ANK2	hsa-miR-8082	Activation
ANKH	hsa-miR-4637	Activation
ANKRD28	hsa-miR-3134	Activation
ANKRD30B	hsa-miR-3156-3p	Activation
ANKRD30B	hsa-miR-3156-5p	Activation
ANKRD30BL	hsa-miR-663b	Activation
ANKRD54	hsa-miR-658	Activation
ANKRD54	hsa-miR-659-3p	Activation
ANKRD54	hsa-miR-659-5p	Activation
ANP32A	hsa-miR-4312	Activation
ANTXR1	hsa-miR-3126-3p	Activation
ANTXR1	hsa-miR-3126-5p	Activation
C9orf3	hsa-miR-2278	Activation
C9orf3	hsa-miR-23b-3p	Activation
C9orf3	hsa-miR-23b-5p	Activation
C9orf3	hsa-miR-27b-3p	Activation
C9orf3	hsa-miR-27b-5p	Activation
C9orf3	hsa-miR-6081	Activation
AP002990.1	hsa-miR-6747-3p	Activation
AP002990.1	hsa-miR-6747-5p	Activation
AP003071.5	hsa-miR-3164	Activation
AP1S1	hsa-miR-4653-3p	Activation
AP1S1	hsa-miR-4653-5p	Activation
AP2A1	hsa-miR-6799-3p	Activation
AP2A1	hsa-miR-6799-5p	Activation
AP3S2	hsa-miR-5009-3p	Activation
AP3S2	hsa-miR-5009-5p	Activation
AP3S2	hsa-miR-5094	Activation
APOLD1	hsa-miR-613	Activation
ARFGAP1	hsa-miR-4326	Activation
ARHGAP10	hsa-miR-4799-3p	Activation
ARHGAP10	hsa-miR-4799-5p	Activation
ARHGAP24	hsa-miR-4451	Activation
ARHGAP6	hsa-miR-548ax	Activation
ARHGEF11	hsa-miR-765	Activation
ARHGEF2	hsa-miR-6738-3p	Activation
ARHGEF2	hsa-miR-6738-5p	Activation
ARHGEF9	hsa-miR-1468-3p	Activation
ARHGEF9	hsa-miR-1468-5p	Activation
ARID4B	hsa-miR-4753-3p	Activation
ARID4B	hsa-miR-4753-5p	Activation
ARL10	hsa-miR-1271-3p	Activation
ARL10	hsa-miR-1271-5p	Activation
ARL15	hsa-miR-581	Activation
ARL2	hsa-miR-6879-3p	Activation
ARL2	hsa-miR-6879-5p	Activation
ARL2-SNX15	hsa-miR-6879-3p	Activation
ARL2-SNX15	hsa-miR-6879-5p	Activation
ARMC9	hsa-miR-4777-3p	Activation
ARMC9	hsa-miR-4777-5p	Activation
ARNT2	hsa-miR-5572	Activation
ARPIN-AP3S2	hsa-miR-5009-3p	Activation
ARPIN-AP3S2	hsa-miR-5009-5p	Activation
ARPIN-AP3S2	hsa-miR-5094	Activation
ARPP21	hsa-miR-128-2-5p	Activation
ARPP21	hsa-miR-128-3p	Activation
ARRB1	hsa-miR-326	Activation
ASB2	hsa-miR-4506	Activation
ASB3	hsa-miR-3682-3p	Activation
ASB3	hsa-miR-3682-5p	Activation
ASH1L	hsa-miR-555	Activation
ASTN1	hsa-miR-488-3p	Activation
ASTN1	hsa-miR-488-5p	Activation
ATAD2	hsa-miR-548d-3p	Activation
ATAD2	hsa-miR-548d-5p	Activation
ATF2	hsa-miR-933	Activation
ATG2A	hsa-miR-6749-3p	Activation
ATG2A	hsa-miR-6749-5p	Activation
ATG2A	hsa-miR-6750-3p	Activation
ATG2A	hsa-miR-6750-5p	Activation
ATG4D	hsa-miR-1238-3p	Activation
ATG4D	hsa-miR-1238-5p	Activation
ATP10A	hsa-miR-4715-3p	Activation
ATP10A	hsa-miR-4715-5p	Activation
ATP11C	hsa-miR-505-3p	Activation
ATP11C	hsa-miR-505-5p	Activation
ATP2B2	hsa-miR-885-3p	Activation
ATP2B2	hsa-miR-885-5p	Activation
ATP5MD	hsa-miR-1307-3p	Activation
ATP5MD	hsa-miR-1307-5p	Activation
ATP6V0A1	hsa-miR-5010-3p	Activation
ATP6V0A1	hsa-miR-5010-5p	Activation
ATP6V0A1	hsa-miR-548at-3p	Activation
ATP6V0A1	hsa-miR-548at-5p	Activation
ATXN10	hsa-miR-4762-3p	Activation
ATXN10	hsa-miR-4762-5p	Activation
B3GNT2	hsa-miR-5192	Activation
B9D1	hsa-miR-1180-3p	Activation
B9D1	hsa-miR-1180-5p	Activation
BAALC	hsa-miR-3151-3p	Activation
BAALC	hsa-miR-3151-5p	Activation
BABAM2	hsa-miR-4263	Activation
BCAS1	hsa-miR-4756-3p	Activation
BCAS1	hsa-miR-4756-5p	Activation
BCL2L14	hsa-miR-1244	Activation
BCL7C	hsa-miR-4519	Activation
BECN1	hsa-miR-6781-3p	Activation
BECN1	hsa-miR-6781-5p	Activation
BID	hsa-miR-3198	Activation
BIRC6	hsa-miR-558	Activation
BIRC7	hsa-miR-3196	Activation
BLACAT1	hsa-miR-135b-3p	Activation
BLACAT1	hsa-miR-135b-5p	Activation
BUD31	hsa-miR-12119	Activation
C16orf74	hsa-miR-1910-3p	Activation
C16orf74	hsa-miR-1910-5p	Activation
C17orf100	hsa-miR-4520-2-3p	Activation
C17orf100	hsa-miR-4520-5p	Activation
C1orf61	hsa-miR-9-3p	Activation
C1orf61	hsa-miR-9-5p	Activation
C3orf52	hsa-miR-567	Activation
C4orf50	hsa-miR-378d	Activation
C7orf50	hsa-miR-339-3p	Activation
C7orf50	hsa-miR-339-5p	Activation
CACHD1	hsa-miR-4794	Activation
CADM2	hsa-miR-5688	Activation
CALCR	hsa-miR-489-3p	Activation
CALCR	hsa-miR-489-5p	Activation
CALCR	hsa-miR-653-3p	Activation
CALCR	hsa-miR-653-5p	Activation
CALR	hsa-miR-6515-3p	Activation
CALR	hsa-miR-6515-5p	Activation
CAMK1D	hsa-miR-4480	Activation
CAMSAP3	hsa-miR-6792-3p	Activation
CAMSAP3	hsa-miR-6792-5p	Activation
CAMTA2	hsa-miR-6864-3p	Activation
CAMTA2	hsa-miR-6864-5p	Activation
CAMTA2	hsa-miR-6865-3p	Activation
CAMTA2	hsa-miR-6865-5p	Activation
CAPN15	hsa-miR-3176	Activation
CAPN15	hsa-miR-5587-3p	Activation
CAPN15	hsa-miR-5587-5p	Activation
CCDC40	hsa-miR-1268b	Activation
CCDC61	hsa-miR-769-3p	Activation
CCDC61	hsa-miR-769-5p	Activation
CCNF	hsa-miR-6767-3p	Activation
CCNF	hsa-miR-6767-5p	Activation
CCPG1	hsa-miR-628-3p	Activation
CCPG1	hsa-miR-628-5p	Activation
CD22	hsa-miR-5196-3p	Activation
CD22	hsa-miR-5196-5p	Activation
CD58	hsa-miR-548ac	Activation
CDC16	hsa-miR-548ar-3p	Activation
CDC16	hsa-miR-548ar-5p	Activation
CDC20B	hsa-miR-449a	Activation
CDC20B	hsa-miR-449b-3p	Activation
CDC20B	hsa-miR-449b-5p	Activation
CDC20B	hsa-miR-449c-3p	Activation
CDC20B	hsa-miR-449c-5p	Activation
CDC5L	hsa-miR-4642	Activation
CDC73	hsa-miR-1278	Activation
CDH13	hsa-miR-3182	Activation
CDH13	hsa-miR-8058	Activation
CDH23	hsa-miR-7152-3p	Activation
CDH23	hsa-miR-7152-5p	Activation
CDK4	hsa-miR-6759-3p	Activation
CDK4	hsa-miR-6759-5p	Activation
CELSR3	hsa-miR-4793-3p	Activation
CELSR3	hsa-miR-4793-5p	Activation
CERS6	hsa-miR-4774-3p	Activation
CERS6	hsa-miR-4774-5p	Activation
CFAP43	hsa-miR-609	Activation
CFAP44	hsa-miR-8076	Activation
CFAP45	hsa-miR-4259	Activation
CHCHD3	hsa-miR-3654	Activation
CHD2	hsa-miR-3175	Activation
CHM	hsa-miR-361-3p	Activation
CHM	hsa-miR-361-5p	Activation
CHRDL2	hsa-miR-4696	Activation
CHRM2	hsa-miR-490-3p	Activation
CHRM2	hsa-miR-490-5p	Activation
CHST11	hsa-miR-3922-3p	Activation
CHST11	hsa-miR-3922-5p	Activation
CHURC1-FNTB	hsa-miR-4706	Activation
CKAP5	hsa-miR-5582-3p	Activation
CKAP5	hsa-miR-5582-5p	Activation
CKS1B	hsa-miR-4258	Activation
CKS2	hsa-miR-3153	Activation
CLCN5	hsa-miR-188-3p	Activation
CLCN5	hsa-miR-188-5p	Activation
CLCN5	hsa-miR-362-3p	Activation
CLCN5	hsa-miR-362-5p	Activation
CLCN5	hsa-miR-500a-3p	Activation
CLCN5	hsa-miR-500a-5p	Activation
CLCN5	hsa-miR-500b-3p	Activation
CLCN5	hsa-miR-500b-5p	Activation
CLCN5	hsa-miR-501-3p	Activation
CLCN5	hsa-miR-501-5p	Activation
CLCN5	hsa-miR-502-3p	Activation
CLCN5	hsa-miR-502-5p	Activation
CLCN5	hsa-miR-532-3p	Activation
CLCN5	hsa-miR-532-5p	Activation
CLCN5	hsa-miR-660-3p	Activation
CLCN5	hsa-miR-660-5p	Activation
CLDN11	hsa-miR-6828-3p	Activation
CLDN11	hsa-miR-6828-5p	Activation
CLUH	hsa-miR-6776-3p	Activation
CLUH	hsa-miR-6776-5p	Activation
CLYBL	hsa-miR-4306	Activation
CMIP	hsa-miR-6504-3p	Activation
CMIP	hsa-miR-6504-5p	Activation
CMIP	hsa-miR-7854-3p	Activation
CNNM4	hsa-miR-3127-3p	Activation
CNNM4	hsa-miR-3127-5p	Activation
COL17A1	hsa-miR-936	Activation
COL18A1	hsa-miR-6815-3p	Activation
COL18A1	hsa-miR-6815-5p	Activation
COL27A1	hsa-miR-455-3p	Activation
COL27A1	hsa-miR-455-5p	Activation
COL3A1	hsa-miR-1245a	Activation
COL3A1	hsa-miR-3606-3p	Activation
COL3A1	hsa-miR-3606-5p	Activation
COL4A2	hsa-miR-8073	Activation
COL5A2	hsa-miR-3129-3p	Activation
COL5A2	hsa-miR-3129-5p	Activation
COL7A1	hsa-miR-711	Activation
COLQ	hsa-miR-4270	Activation
COMMD10	hsa-miR-12130	Activation
COMT	hsa-miR-4761-3p	Activation
COMT	hsa-miR-4761-5p	Activation
COP1	hsa-miR-1843	Activation
COPG1	hsa-miR-6826-3p	Activation
COPG1	hsa-miR-6826-5p	Activation
COPZ1	hsa-miR-148b-3p	Activation
COPZ1	hsa-miR-148b-5p	Activation
COPZ2	hsa-miR-152-3p	Activation
COPZ2	hsa-miR-152-5p	Activation
CPE	hsa-miR-578	Activation
CPNE4	hsa-miR-5704	Activation
CREB3	hsa-miR-6853-3p	Activation
CREB3	hsa-miR-6853-5p	Activation
CRTAC1	hsa-miR-3085-3p	Activation
CRTAC1	hsa-miR-3085-5p	Activation
CRYGN	hsa-miR-3907	Activation
CRYL1	hsa-miR-4499	Activation
CSF2RA	hsa-miR-3690	Activation
CTBP2	hsa-miR-4296	Activation
CTDSP1	hsa-miR-26b-3p	Activation
CTDSP1	hsa-miR-26b-5p	Activation
CTDSP2	hsa-miR-26a-2-3p	Activation
CTDSP2	hsa-miR-26a-5p	Activation
CTDSPL	hsa-miR-26a-1-3p	Activation
CTDSPL	hsa-miR-26a-5p	Activation
CTIF	hsa-miR-4743-3p	Activation
CTIF	hsa-miR-4743-5p	Activation
CTNNA3	hsa-miR-7151-3p	Activation
CTNNA3	hsa-miR-7151-5p	Activation
CTPS2	hsa-miR-548am-3p	Activation
CTPS2	hsa-miR-548am-5p	Activation
CUL2	hsa-miR-3611	Activation
CUL4A	hsa-miR-8075	Activation
CUX2	hsa-miR-6760-3p	Activation
CUX2	hsa-miR-6760-5p	Activation
CYLD	hsa-miR-3181	Activation
CYP19A1	hsa-miR-7973	Activation
DALRD3	hsa-miR-191-3p	Activation
DALRD3	hsa-miR-191-5p	Activation
DALRD3	hsa-miR-425-3p	Activation
DALRD3	hsa-miR-425-5p	Activation
DCAF6	hsa-miR-1255b-2-3p	Activation
DCAF6	hsa-miR-1255b-5p	Activation
DCC	hsa-miR-4528	Activation
DDIT3	hsa-miR-616-3p	Activation
DDIT3	hsa-miR-616-5p	Activation
DDX52	hsa-miR-378j	Activation
DDX54	hsa-miR-7106-3p	Activation
DDX54	hsa-miR-7106-5p	Activation
DENND1A	hsa-miR-601	Activation
DENND1A	hsa-miR-7150	Activation
DENND4A	hsa-miR-4511	Activation
DGAT1	hsa-miR-6848-3p	Activation
DGAT1	hsa-miR-6848-5p	Activation
DGKZ	hsa-miR-4688	Activation
DHRS3	hsa-miR-6730-3p	Activation
DHRS3	hsa-miR-6730-5p	Activation
DHX15	hsa-miR-573	Activation
DHX30	hsa-miR-1226-3p	Activation
DHX30	hsa-miR-1226-5p	Activation
DICER1	hsa-miR-3173-3p	Activation
DICER1	hsa-miR-3173-5p	Activation
DIP2C	hsa-miR-5699-3p	Activation
DIP2C	hsa-miR-5699-5p	Activation
DIS3L2	hsa-miR-562	Activation
DLG1	hsa-miR-4797-3p	Activation
DLG1	hsa-miR-4797-5p	Activation
DMD	hsa-miR-3915	Activation
DMD	hsa-miR-548f-3p	Activation
DMXL1	hsa-miR-5706	Activation
DNAJC5	hsa-miR-941	Activation
DNM2	hsa-miR-4748	Activation
DNM2	hsa-miR-638	Activation
DNM2	hsa-miR-6793-3p	Activation
DNM2	hsa-miR-6793-5p	Activation
DNM3	hsa-miR-3120-3p	Activation
DNM3	hsa-miR-3120-5p	Activation
DNMT3A	hsa-miR-1301-3p	Activation
DNMT3A	hsa-miR-1301-5p	Activation
DOCK10	hsa-miR-4439	Activation
DOCK2	hsa-miR-378e	Activation
DOCK5	hsa-miR-6876-3p	Activation
DOCK5	hsa-miR-6876-5p	Activation
DPCD	hsa-miR-3158-3p	Activation
DPCD	hsa-miR-3158-5p	Activation
DPH6	hsa-miR-3942-3p	Activation
DPH6	hsa-miR-3942-5p	Activation
DPY19L1	hsa-miR-548n	Activation
DRD2	hsa-miR-4301	Activation
DSCAM	hsa-miR-4760-3p	Activation
DSCAM	hsa-miR-4760-5p	Activation
DTL	hsa-miR-3122	Activation
DYM	hsa-miR-4744	Activation
DYRK1B	hsa-miR-6719-3p	Activation
EBF3	hsa-miR-4297	Activation
ECHS1	hsa-miR-3944-3p	Activation
ECHS1	hsa-miR-3944-5p	Activation
ECM2	hsa-miR-4670-3p	Activation
ECM2	hsa-miR-4670-5p	Activation
EDA	hsa-miR-676-3p	Activation
EDA	hsa-miR-676-5p	Activation
EEF1G	hsa-miR-6747-3p	Activation
EEF1G	hsa-miR-6747-5p	Activation
EGFL6	hsa-miR-6086	Activation
EGFL7	hsa-miR-126-3p	Activation
EGFL7	hsa-miR-126-5p	Activation
EHHADH	hsa-miR-5588-3p	Activation
EHHADH	hsa-miR-5588-5p	Activation
EHMT1	hsa-miR-602	Activation
EIF3C	hsa-miR-6862-3p	Activation
EIF3C	hsa-miR-6862-5p	Activation
EIF3CL	hsa-miR-6862-3p	Activation
EIF3CL	hsa-miR-6862-5p	Activation
EIF4G3	hsa-miR-1256	Activation
EIF4H	hsa-miR-590-3p	Activation
EIF4H	hsa-miR-590-5p	Activation
ELMO1	hsa-miR-1200	Activation
ENDOV	hsa-miR-4730	Activation
ENO1	hsa-miR-6728-3p	Activation
ENO1	hsa-miR-6728-5p	Activation
EPCAM	hsa-miR-559	Activation
EPHB2	hsa-miR-4684-3p	Activation
EPHB2	hsa-miR-4684-5p	Activation
ERBB2	hsa-miR-4728-3p	Activation
ERBB2	hsa-miR-4728-5p	Activation
ERBB4	hsa-miR-548f-3p	Activation
ERC2	hsa-miR-3938	Activation
ERI1	hsa-miR-4660	Activation
ESR2	hsa-miR-548h-5p	Activation
EVL	hsa-miR-342-3p	Activation
EVL	hsa-miR-342-5p	Activation
EXOC4	hsa-miR-6133	Activation
EXOC7	hsa-miR-6868-3p	Activation
EXOC7	hsa-miR-6868-5p	Activation
EYA2	hsa-miR-3616-3p	Activation
EYA2	hsa-miR-3616-5p	Activation
EZH1	hsa-miR-6780a-3p	Activation
EZH1	hsa-miR-6780a-5p	Activation
F13A1	hsa-miR-7853-5p	Activation
F8	hsa-miR-1184	Activation
FADS3	hsa-miR-6746-3p	Activation
FADS3	hsa-miR-6746-5p	Activation
FAM114A1	hsa-miR-574-3p	Activation
FAM114A1	hsa-miR-574-5p	Activation
FAM120B	hsa-miR-4644	Activation
FAM155A	hsa-miR-1267	Activation
FAM163A	hsa-miR-12116	Activation
FAM184A	hsa-miR-548b-3p	Activation
FAM184A	hsa-miR-548b-5p	Activation
FAM49B	hsa-miR-5194	Activation
FAM50A	hsa-miR-6858-3p	Activation
FAM50A	hsa-miR-6858-5p	Activation
FAM78B	hsa-miR-921	Activation
FAM83H	hsa-miR-4664-3p	Activation
FAM83H	hsa-miR-4664-5p	Activation
FARP1	hsa-miR-3170	Activation
FARP2	hsa-miR-3133	Activation
FASTKD2	hsa-miR-3130-3p	Activation
FASTKD2	hsa-miR-3130-5p	Activation
FAT2	hsa-miR-6499-3p	Activation
FAT2	hsa-miR-6499-5p	Activation
FBRSL1	hsa-miR-6763-3p	Activation
FBRSL1	hsa-miR-6763-5p	Activation
FBXL18	hsa-miR-589-3p	Activation
FBXL18	hsa-miR-589-5p	Activation
FBXL7	hsa-miR-887-3p	Activation
FBXL7	hsa-miR-887-5p	Activation
FBXW7	hsa-miR-3140-3p	Activation
FBXW7	hsa-miR-3140-5p	Activation
FGF13	hsa-miR-504-3p	Activation
FGF13	hsa-miR-504-5p	Activation
FGF14	hsa-miR-2681-3p	Activation
FGF14	hsa-miR-2681-5p	Activation
FGF14	hsa-miR-4705	Activation
FHIT	hsa-miR-548bb-3p	Activation
FHIT	hsa-miR-548bb-5p	Activation
FILIP1L	hsa-miR-3921	Activation
FKBP5	hsa-miR-5690	Activation
FMO3	hsa-miR-1295b-3p	Activation
FMO3	hsa-miR-1295b-5p	Activation
FNTB	hsa-miR-4706	Activation
FOCAD	hsa-miR-491-3p	Activation
FOCAD	hsa-miR-491-5p	Activation
FOXP1	hsa-miR-1284	Activation
FOXP2	hsa-miR-3666	Activation
FOXP4	hsa-miR-4641	Activation
FRMD4A	hsa-miR-4293	Activation
FSTL4	hsa-miR-1289	Activation
FUBP3	hsa-miR-6856-3p	Activation
FUBP3	hsa-miR-6856-5p	Activation
FUT8	hsa-miR-625-3p	Activation
FUT8	hsa-miR-625-5p	Activation
GAB1	hsa-miR-3139	Activation
GABRA3	hsa-miR-105-3p	Activation
GABRA3	hsa-miR-105-5p	Activation
GABRA3	hsa-miR-767-3p	Activation
GABRA3	hsa-miR-767-5p	Activation
GALNT10	hsa-miR-1294	Activation
GALNT17	hsa-miR-3914	Activation
GALNT1	hsa-miR-3975	Activation
GALNT7	hsa-miR-548t-3p	Activation
GALNT7	hsa-miR-548t-5p	Activation
GATAD2A	hsa-miR-640	Activation
GCH1	hsa-miR-4308	Activation
GCN1	hsa-miR-4498	Activation
GDF15	hsa-miR-3189-3p	Activation
GDF15	hsa-miR-3189-5p	Activation
GDF5	hsa-miR-1289	Activation
GFI1B	hsa-miR-548aw	Activation
GIPR	hsa-miR-642a-3p	Activation
GIPR	hsa-miR-642a-5p	Activation
GLP1R	hsa-miR-9983-3p	Activation
GNAI2	hsa-miR-5787	Activation
GNAO1	hsa-miR-3935	Activation
GNGT1	hsa-miR-4652-3p	Activation
GNGT1	hsa-miR-4652-5p	Activation
GOLGA8A	hsa-miR-1233-3p	Activation
GOLGA8A	hsa-miR-1233-5p	Activation
GOLGA8B	hsa-miR-1233-3p	Activation
GOLGA8B	hsa-miR-1233-5p	Activation
GOSR2	hsa-miR-5089-3p	Activation
GOSR2	hsa-miR-5089-5p	Activation
GPC1	hsa-miR-149-3p	Activation
GPC1	hsa-miR-149-5p	Activation
GPC5	hsa-miR-548as-3p	Activation
GPC5	hsa-miR-548as-5p	Activation
GPR39	hsa-miR-9986	Activation
GRID1	hsa-miR-346	Activation
GRK5	hsa-miR-4681	Activation
GRM8	hsa-miR-592	Activation
GSE1	hsa-miR-12128	Activation
GSK3B	hsa-miR-6529-3p	Activation
GSK3B	hsa-miR-6529-5p	Activation
GTF2F1	hsa-miR-6790-3p	Activation
GTF2F1	hsa-miR-6790-5p	Activation
GTF2F1	hsa-miR-6885-3p	Activation
GTF2F1	hsa-miR-6885-5p	Activation
GTF2IRD1	hsa-miR-10525-3p	Activation
GTF3C5	hsa-miR-6877-3p	Activation
GTF3C5	hsa-miR-6877-5p	Activation
GULP1	hsa-miR-561-3p	Activation
GULP1	hsa-miR-561-5p	Activation
HBS1L	hsa-miR-3662	Activation
HDAC4	hsa-miR-2467-3p	Activation
HDAC4	hsa-miR-2467-5p	Activation
HDAC4	hsa-miR-4440	Activation
HDAC4	hsa-miR-4441	Activation
HECTD4	hsa-miR-6861-3p	Activation
HECTD4	hsa-miR-6861-5p	Activation
HECW1	hsa-miR-3943	Activation
HGS	hsa-miR-6786-3p	Activation
HGS	hsa-miR-6786-5p	Activation
HLA-B	hsa-miR-6891-3p	Activation
HLA-B	hsa-miR-6891-5p	Activation
HMGA1	hsa-miR-6835-3p	Activation
HMGA1	hsa-miR-6835-5p	Activation
HNF4A	hsa-miR-3646	Activation
HOXB3	hsa-miR-10a-3p	Activation
HOXB3	hsa-miR-10a-5p	Activation
HOXB7	hsa-miR-196a-1-3p	Activation
HOXB7	hsa-miR-196a-5p	Activation
HOXC4	hsa-miR-615-3p	Activation
HOXC4	hsa-miR-615-5p	Activation
HOXC5	hsa-miR-615-3p	Activation
HOXC5	hsa-miR-615-5p	Activation
HOXC6	hsa-miR-196a-3p	Activation
HOXC6	hsa-miR-196a-5p	Activation
HOXD3	hsa-miR-10b-3p	Activation
HOXD3	hsa-miR-10b-5p	Activation
HPS1	hsa-miR-4685-3p	Activation
HPS1	hsa-miR-4685-5p	Activation
HPSE2	hsa-miR-6507-3p	Activation
HPSE2	hsa-miR-6507-5p	Activation
HS3ST3A1	hsa-miR-548h-5p	Activation
HS3ST4	hsa-miR-548w	Activation
HS6ST3	hsa-miR-4501	Activation
HSF2BP	hsa-miR-6070	Activation
HSPA12A	hsa-miR-9851-3p	Activation
HSPA12A	hsa-miR-9851-5p	Activation
HTR2C	hsa-miR-1264	Activation
HTR2C	hsa-miR-1298-3p	Activation
HTR2C	hsa-miR-1298-5p	Activation
HTR2C	hsa-miR-1911-3p	Activation
HTR2C	hsa-miR-1911-5p	Activation
HTR2C	hsa-miR-1912-3p	Activation
HTR2C	hsa-miR-1912-5p	Activation
HTR2C	hsa-miR-448	Activation
HTR2C	hsa-miR-764	Activation
HUWE1	hsa-let-7f-2-3p	Activation
HUWE1	hsa-let-7f-5p	Activation
HUWE1	hsa-miR-98-3p	Activation
HUWE1	hsa-miR-98-5p	Activation
IARS	hsa-miR-3651	Activation
IGF1R	hsa-miR-4714-3p	Activation
IGF1R	hsa-miR-4714-5p	Activation
IGF2BP2	hsa-miR-548aq-3p	Activation
IGF2BP2	hsa-miR-548aq-5p	Activation
IGF2	hsa-miR-483-3p	Activation
IGF2	hsa-miR-483-5p	Activation
IGLV2-8	hsa-miR-650	Activation
IHH	hsa-miR-3131	Activation
IKBKE	hsa-miR-6769b-3p	Activation
IKBKE	hsa-miR-6769b-5p	Activation
IK	hsa-miR-3655	Activation
IL18RAP	hsa-miR-4772-3p	Activation
IL18RAP	hsa-miR-4772-5p	Activation
IL1RAPL1	hsa-miR-4666b	Activation
IMMT	hsa-miR-4779	Activation
INS-IGF2	hsa-miR-483-3p	Activation
INS-IGF2	hsa-miR-483-5p	Activation
IPO9	hsa-miR-6739-3p	Activation
IPO9	hsa-miR-6739-5p	Activation
